date,Último,Abertura,Máxima,Mínima,Vol.,Var%,value
2013-05-31,53506,54633,54776,52942,"8,79M","-2,07%",53506
2013-06-03,53944,53512,53993,53143,"4,34M","0,82%",53944
2013-06-04,54018,53944,54289,53498,"4,31M","0,14%",54018
2013-06-05,52799,54019,54207,52774,"4,63M","-2,26%",52799
2013-06-06,52885,52813,52937,52244,"4,09M","0,16%",52885
2013-06-07,51619,52877,52877,51428,"5,64M","-2,39%",51619
2013-06-10,51317,51619,51836,5116,"4,69M","-0,59%",51317
2013-06-11,4977,51314,51314,49709,"5,56M","-3,01%",4977
2013-06-12,49181,49777,5038,48746,"7,78M","-1,18%",49181
2013-06-13,50415,49758,50444,48968,"6,23M","2,51%",50415
2013-06-14,49332,50415,50656,4933,"5,83M","-2,15%",49332
2013-06-17,49089,49337,50123,49074,"5,32M","-0,49%",49089
2013-06-18,49465,49089,4955,48414,"5,98M","0,77%",49465
2013-06-19,47893,49457,49698,47838,"6,58M","-3,18%",47893
2013-06-20,48214,47884,48214,4593,"8,79M","0,67%",48214
2013-06-21,47056,48209,48209,46918,"6,42M","-2,40%",47056
2013-06-24,45965,47039,47039,45406,"6,30M","-2,32%",45965
2013-06-25,46893,45967,47119,45967,"4,77M","2,02%",46893
2013-06-26,47172,46903,47725,46903,"5,64M","0,59%",47172
2013-06-27,47609,47135,48053,47135,"5,57M","0,93%",47609
2013-06-28,47457,47609,47639,47059,"5,75M","-0,32%",47457
2013-07-01,4723,47458,47674,46676,"6,66M","-0,48%",4723
2013-07-02,45229,47222,47222,44819,"8,12M","-4,24%",45229
2013-07-03,45044,45227,45827,44552,"7,00M","-0,41%",45044
2013-07-04,45763,45046,46097,45046,"5,10M","1,60%",45763
2013-07-05,4521,45757,45757,44107,"6,99M","-1,21%",4521
2013-07-08,45076,45211,4574,44839,"4,66M","-0,30%",45076
2013-07-10,45483,45142,45955,45142,"4,87M","0,90%",45483
2013-07-11,46626,45494,46719,45494,"5,59M","2,51%",46626
2013-07-12,45533,46624,46624,45529,"5,36M","-2,34%",45533
2013-07-15,46739,45533,4684,45533,"4,84M","2,65%",46739
2013-07-16,46869,46749,4733,46417,"4,78M","0,28%",46869
2013-07-17,47407,46869,4771,46869,"5,18M","1,15%",47407
2013-07-18,47657,47404,48057,47093,"4,29M","0,53%",47657
2013-07-19,474,4765,4765,47163,"3,47M","-0,54%",474
2013-07-22,48574,47407,48879,47407,"4,13M","2,48%",48574
2013-07-23,4882,48579,49379,48579,"4,58M","0,51%",4882
2013-07-24,48374,48816,48888,47999,"5,01M","-0,91%",48374
2013-07-25,49067,48372,49123,48007,"4,94M","1,43%",49067
2013-07-26,49422,49068,49422,48633,"4,00M","0,72%",49422
2013-07-29,49212,49414,49461,48975,"3,29M","-0,42%",49212
2013-07-30,48562,4922,49669,4856,"5,51M","-1,32%",48562
2013-07-31,48234,48558,48824,4814,"4,94M","-0,67%",48234
2013-08-01,49141,48235,49281,48235,"4,69M","1,88%",49141
2013-08-02,48474,49141,4955,48448,"4,49M","-1,36%",48474
2013-08-05,48436,48477,48707,48264,"3,74M","-0,08%",48436
2013-08-06,47422,48436,48522,47225,"5,27M","-2,09%",47422
2013-08-07,47447,47422,47665,47164,"4,46M","0,05%",47447
2013-08-08,48929,47453,4923,47453,"5,22M","3,12%",48929
2013-08-09,49875,48949,50001,48836,"6,32M","1,93%",49875
2013-08-12,50299,49878,5138,49878,"7,04M","0,85%",50299
2013-08-13,50601,50299,50734,5004,"6,51M","0,60%",50601
2013-08-14,50896,50594,51364,50414,"11,27M","0,58%",50896
2013-08-15,50908,5088,51453,5005,"8,36M","0,02%",50908
2013-08-16,51539,50906,51555,508,"7,40M","1,24%",51539
2013-08-19,51574,5154,52089,51115,"6,39M","0,07%",51574
2013-08-20,50507,51561,51561,50499,"5,83M","-2,07%",50507
2013-08-21,50405,50501,51171,50055,"5,99M","-0,20%",50405
2013-08-22,51398,50408,51458,50408,"5,57M","1,97%",51398
2013-08-23,52197,51401,52197,51166,"5,89M","1,56%",52197
2013-08-26,51429,522,52398,51429,"4,28M","-1,47%",51429
2013-08-27,50092,51425,51425,50018,"5,72M","-2,60%",50092
2013-08-28,49867,50092,50591,4953,"8,50M","-0,45%",49867
2013-08-29,49922,49867,50558,49845,"7,99M","0,11%",49922
2013-08-30,50012,49932,5048,49649,"14,23M","0,18%",50012
2013-09-02,51835,50012,51976,50012,"9,67M","3,65%",51835
2013-09-03,51626,51833,52289,51422,"6,89M","-0,40%",51626
2013-09-04,51716,51621,5183,51108,"5,04M","0,18%",51716
2013-09-05,52352,51715,52498,51256,"6,19M","1,23%",52352
2013-09-06,53749,52354,54125,52354,"10,52M","2,67%",53749
2013-09-09,54252,53752,54531,53257,"7,78M","0,93%",54252
2013-09-10,53979,54252,5474,53769,"6,83M","-0,50%",53979
2013-09-11,5357,53982,54304,53307,"6,82M","-0,76%",5357
2013-09-12,53307,5357,53839,52945,"6,09M","-0,49%",53307
2013-09-13,53798,53311,53859,52917,"4,94M","0,92%",53798
2013-09-16,53822,53799,54463,53559,"4,77M","0,04%",53822
2013-09-17,54271,53823,54271,53576,"4,25M","0,84%",54271
2013-09-18,55703,54273,55827,53982,"7,54M","2,64%",55703
2013-09-19,55096,55703,559,54966,"5,13M","-1,09%",55096
2013-09-20,5411,55095,55243,54019,"4,42M","-1,79%",5411
2013-09-23,54602,5411,54683,54027,"3,92M","0,91%",54602
2013-09-24,54431,546,54818,54164,"4,30M","-0,31%",54431
2013-09-25,54261,54425,54612,53968,"3,90M","-0,31%",54261
2013-09-26,53783,54263,54344,53429,"6,27M","-0,88%",53783
2013-09-27,53739,53781,54131,53611,"4,22M","-0,08%",53739
2013-09-30,52338,53737,53737,52291,"6,50M","-2,61%",52338
2013-10-01,53179,52337,53179,52093,"5,04M","1,61%",53179
2013-10-02,531,53176,53474,52871,"4,14M","-0,15%",531
2013-10-03,5249,53101,53429,52296,"3,99M","-1,15%",5249
2013-10-04,52849,52489,52872,52113,"4,30M","0,68%",52849
2013-10-07,52417,52841,52912,52274,"3,47M","-0,82%",52417
2013-10-08,52312,52413,52556,5187,"4,00M","-0,20%",52312
2013-10-09,52548,52313,52836,51955,"4,21M","0,45%",52548
2013-10-10,52997,5255,53133,52512,"4,14M","0,85%",52997
2013-10-11,5315,530,53301,52739,"3,05M","0,29%",5315
2013-10-14,54171,5315,54197,52833,"4,09M","1,92%",54171
2013-10-15,54981,54176,5519,54053,"8,58M","1,50%",54981
2013-10-16,55973,54983,56747,54902,"12,96M","1,80%",55973
2013-10-17,55358,55966,56168,55146,"7,21M","-1,10%",55358
2013-10-18,55378,5536,56052,55004,"5,98M","0,04%",55378
2013-10-21,56077,5538,56109,55257,"4,66M","1,26%",56077
2013-10-22,5646,56074,5672,55898,"4,61M","0,68%",5646
2013-10-23,5544,56459,56459,5538,"4,02M","-1,81%",5544
2013-10-24,54877,5544,55864,54443,"5,65M","-1,02%",54877
2013-10-25,54154,54863,54911,54141,"4,94M","-1,32%",54154
2013-10-28,55073,54156,55076,5407,"5,80M","1,70%",55073
2013-10-29,54539,55076,55267,54224,"6,14M","-0,97%",54539
2013-10-30,54173,54541,54764,53917,"6,04M","-0,67%",54173
2013-10-31,54256,54174,54466,53602,"12,95M","0,15%",54256
2013-11-01,54013,54255,54387,53753,"4,09M","-0,45%",54013
2013-11-04,54437,54014,54531,54008,"2,73M","0,78%",54437
2013-11-05,53832,54436,54539,53731,"3,33M","-1,11%",53832
2013-11-06,53385,5384,53857,53073,"4,26M","-0,83%",53385
2013-11-07,52741,5339,53891,52558,"4,87M","-1,21%",52741
2013-11-08,52249,52739,52868,51735,"4,11M","-0,93%",52249
2013-11-11,52624,52247,52646,52072,"2,32M","0,72%",52624
2013-11-12,51804,52624,52811,51636,"3,85M","-1,56%",51804
2013-11-13,5223,51804,52271,5129,"3,42M","0,82%",5223
2013-11-14,53452,52233,53566,52233,"3,61M","2,34%",53452
2013-11-18,54307,53452,54317,53452,"3,32M","1,60%",54307
2013-11-19,53033,54304,54304,52831,"3,65M","-2,35%",53033
2013-11-21,52688,53027,53027,5219,"3,62M","-0,65%",52688
2013-11-22,52801,52686,53221,52096,"3,47M","0,21%",52801
2013-11-25,52264,52807,52995,52116,"3,08M","-1,02%",52264
2013-11-26,51447,52259,5241,51433,"3,73M","-1,56%",51447
2013-11-27,51861,51448,52113,51448,"3,11M","0,81%",51861
2013-11-28,51847,51862,52458,51697,"2,42M","-0,03%",51847
2013-11-29,52482,51847,52482,51847,"2,63M","1,23%",52482
2013-12-02,51245,52479,52479,51245,"3,79M","-2,36%",51245
2013-12-03,50349,5124,51257,50224,"3,68M","-1,75%",50349
2013-12-04,50216,50359,50744,50114,"3,64M","-0,26%",50216
2013-12-05,50788,5022,51124,5022,"3,67M","1,14%",50788
2013-12-06,50944,50788,51365,5061,"3,35M","0,31%",50944
2013-12-09,51165,50942,51298,50832,"2,28M","0,43%",51165
2013-12-10,50993,51167,51334,50956,"2,13M","-0,34%",50993
2013-12-11,50068,50991,51039,50068,"3,08M","-1,81%",50068
2013-12-12,50122,50077,50331,49842,"3,05M","0,11%",50122
2013-12-13,50051,50133,50519,50006,"2,88M","-0,14%",50051
2013-12-16,5028,50049,50611,50049,"2,80M","0,46%",5028
2013-12-17,5009,50279,50563,50049,"2,68M","-0,38%",5009
2013-12-18,50563,5011,50869,5011,"4,53M","0,94%",50563
2013-12-19,51633,50578,51633,50578,"2,96M","2,12%",51633
2013-12-20,51186,5162,51641,51025,"3,72M","-0,87%",51186
2013-12-23,51356,51188,51605,51188,"2,31M","0,33%",51356
2013-12-26,51221,51358,5161,51185,"1,81M","-0,26%",51221
2013-12-27,51267,51239,51395,51207,"2,00M","0,09%",51267
2013-12-30,51507,51274,51996,51274,"2,05M","0,47%",51507
2014-01-02,50341,51522,51656,50246,"3,48M","-2,26%",50341
2014-01-03,50981,50348,50981,50269,"7,36M","1,27%",50981
2014-01-06,50974,5098,51002,50451,"3,73M","-0,01%",50974
2014-01-07,5043,50982,51478,50429,"3,34M","-1,07%",5043
2014-01-08,50577,50431,50793,50424,"2,92M","0,29%",50577
2014-01-09,49322,50576,50576,49259,"3,70M","-2,48%",49322
2014-01-10,49696,49322,50145,49267,"3,51M","0,76%",49696
2014-01-13,49427,49708,50003,49309,"2,80M","-0,54%",49427
2014-01-14,49703,49421,49834,49263,"2,89M","0,56%",49703
2014-01-15,50105,49715,5023,49715,"2,84M","0,81%",50105
2014-01-16,49696,50106,50577,49628,"2,94M","-0,82%",49696
2014-01-17,49182,49696,49868,49174,"2,62M","-1,04%",49182
2014-01-20,48708,49181,49292,48673,"1,41M","-0,96%",48708
2014-01-21,48542,48728,49124,4844,"3,10M","-0,34%",48542
2014-01-22,493,48543,49487,48543,"3,87M","1,56%",493
2014-01-23,48321,49294,49598,48321,"3,88M","-1,99%",48321
2014-01-24,47787,48325,48327,47494,"3,54M","-1,10%",47787
2014-01-27,47701,47782,48147,47493,"2,94M","-0,18%",47701
2014-01-28,47841,4775,48488,4775,"2,69M","0,29%",47841
2014-01-29,47557,47839,47884,47154,"3,32M","-0,59%",47557
2014-01-30,47244,47554,48034,47115,"3,11M","-0,66%",47244
2014-01-31,47639,47234,47652,46814,"3,72M","0,84%",47639
2014-02-03,46148,47623,47623,46109,"3,62M","-3,13%",46148
2014-02-04,46964,46148,47132,46146,"3,47M","1,77%",46964
2014-02-05,46624,46964,47148,46224,"3,36M","-0,72%",46624
2014-02-06,47738,46988,48034,46632,"3,63M","2,39%",47738
2014-02-07,48074,47739,48253,47557,"3,20M","0,70%",48074
2014-02-10,47711,4807,48136,47465,"2,63M","-0,75%",47711
2014-02-11,48463,47715,48604,47589,"3,38M","1,58%",48463
2014-02-12,48217,48467,48669,48044,"2,77M","-0,51%",48217
2014-02-13,47813,48211,48211,47129,"3,17M","-0,84%",47813
2014-02-14,48201,47816,48314,47756,"3,19M","0,81%",48201
2014-02-17,47576,482,48298,4754,"1,88M","-1,30%",47576
2014-02-18,466,47575,47712,466,"3,86M","-2,05%",466
2014-02-19,47151,46597,47155,46134,"4,00M","1,18%",47151
2014-02-20,47289,47127,476,46634,"3,00M","0,29%",47289
2014-02-21,4738,4729,47816,47075,"2,61M","0,19%",4738
2014-02-24,47394,47376,47539,46991,"2,99M","0,03%",47394
2014-02-25,46716,47388,47388,46614,"2,92M","-1,43%",46716
2014-02-26,46599,46718,4701,46403,"3,23M","-0,25%",46599
2014-02-27,47607,46622,47781,46622,"3,05M","2,16%",47607
2014-02-28,47094,47613,47813,47043,"4,09M","-1,08%",47094
2014-03-05,46589,47092,47154,46473,"2,29M","-1,07%",46589
2014-03-06,47093,46592,474,46502,"3,16M","1,08%",47093
2014-03-07,46244,47093,47218,46086,"3,98M","-1,80%",46244
2014-03-10,45533,46242,46242,45203,"3,67M","-1,54%",45533
2014-03-11,45698,45533,4605,45401,"3,28M","0,36%",45698
2014-03-12,45862,45687,45916,45508,"3,02M","0,36%",45862
2014-03-13,45444,45864,46176,4525,"3,12M","-0,91%",45444
2014-03-14,44966,45444,45562,44905,"3,48M","-1,05%",44966
2014-03-17,45118,44979,45499,44969,"2,93M","0,34%",45118
2014-03-18,46151,45115,46217,45075,"3,59M","2,29%",46151
2014-03-19,46567,46153,46803,4591,"3,34M","0,90%",46567
2014-03-20,47278,46565,47484,46151,"4,36M","1,53%",47278
2014-03-21,47381,47272,47832,46721,"4,19M","0,22%",47381
2014-03-24,47993,47382,48142,47382,"3,01M","1,29%",47993
2014-03-25,4818,47993,48441,4795,"2,95M","0,39%",4818
2014-03-26,47966,48182,48725,47963,"3,44M","-0,45%",47966
2014-03-27,49647,47965,49647,47962,"5,93M","3,50%",49647
2014-03-28,49768,49653,50181,49606,"4,23M","0,24%",49768
2014-03-31,50415,4977,50418,4977,"3,65M","1,30%",50415
2014-04-01,5027,50412,50627,49774,"3,50M","-0,29%",5027
2014-04-02,51701,50273,51794,50201,"4,79M","2,85%",51701
2014-04-03,51408,51712,51991,51059,"3,50M","-0,57%",51408
2014-04-04,51082,51428,52288,51034,"3,70M","-0,63%",51082
2014-04-07,52155,51115,52229,51115,"3,67M","2,10%",52155
2014-04-08,51629,52173,53394,51377,"5,50M","-1,01%",51629
2014-04-09,51185,51629,51629,50653,"4,20M","-0,86%",51185
2014-04-10,51127,51185,51522,50732,"3,59M","-0,11%",51127
2014-04-11,51867,51127,51871,50518,"3,40M","1,45%",51867
2014-04-14,51597,51867,5211,51361,"2,69M","-0,52%",51597
2014-04-15,50454,51593,51593,4989,"3,86M","-2,21%",50454
2014-04-16,51201,50469,51288,50469,"3,43M","1,48%",51201
2014-04-17,52112,51201,52338,50887,"3,02M","1,78%",52112
2014-04-22,51977,52112,5246,51682,"3,49M","-0,26%",51977
2014-04-23,5157,51975,51975,514,"2,84M","-0,78%",5157
2014-04-24,51817,5157,51963,51238,"3,19M","0,48%",51817
2014-04-25,51399,51817,51817,51019,"2,95M","-0,81%",51399
2014-04-28,51384,51397,51471,50777,"2,71M","-0,03%",51384
2014-04-29,51839,51386,52416,51386,"4,33M","0,89%",51839
2014-04-30,51627,51838,51838,51251,"4,62M","-0,41%",51627
2014-05-02,5298,5163,5306,51628,"8,11M","2,62%",5298
2014-05-05,53446,52989,53506,52931,"4,44M","0,88%",53446
2014-05-06,5378,53446,53986,53094,"4,97M","0,62%",5378
2014-05-07,54053,53786,54226,53499,"4,57M","0,51%",54053
2014-05-08,53422,54053,54249,53222,"3,34M","-1,17%",53422
2014-05-09,531,53422,53639,53057,"3,18M","-0,60%",531
2014-05-12,54053,53103,54053,53103,"2,74M","1,79%",54053
2014-05-13,53907,54056,54243,53731,"2,96M","-0,27%",53907
2014-05-14,54413,53913,54459,53867,"2,88M","0,94%",54413
2014-05-15,53856,54404,54404,53565,"3,44M","-1,02%",53856
2014-05-16,53976,53856,54382,53709,"3,54M","0,22%",53976
2014-05-19,53353,53976,53991,53267,"3,09M","-1,15%",53353
2014-05-20,52366,53353,53843,52313,"3,95M","-1,85%",52366
2014-05-21,52203,52366,52875,52203,"3,25M","-0,31%",52203
2014-05-22,52806,52206,52851,52133,"2,94M","1,15%",52806
2014-05-23,52626,52807,52936,52403,"2,46M","-0,34%",52626
2014-05-26,52933,5265,53044,5265,"1,19M","0,58%",52933
2014-05-27,52174,52932,53309,52079,"2,89M","-1,43%",52174
2014-05-28,5264,52174,52858,52009,"2,84M","0,89%",5264
2014-05-29,52239,52649,52889,52031,"2,39M","-0,76%",52239
2014-05-30,51239,52233,52233,51239,"4,53M","-1,91%",51239
2014-06-02,51606,51239,51879,51239,"2,60M","0,72%",51606
2014-06-03,52032,51606,52032,51377,"2,86M","0,83%",52032
2014-06-04,51833,52032,52032,51609,"2,57M","-0,38%",51833
2014-06-05,51559,51833,52245,5147,"2,89M","-0,53%",51559
2014-06-06,53129,51562,53175,51562,"4,30M","3,04%",53129
2014-06-09,54273,53129,54462,53091,"3,66M","2,15%",54273
2014-06-10,54604,54273,54604,5396,"3,73M","0,61%",54604
2014-06-11,55102,54676,55284,54676,"3,80M","0,91%",55102
2014-06-13,54807,55102,55104,54649,"2,66M","-0,54%",54807
2014-06-16,5463,54807,54855,54475,"2,64M","-0,32%",5463
2014-06-17,543,5463,54638,5415,"1,59M","-0,60%",543
2014-06-18,55203,54301,55203,54046,"3,27M","1,66%",55203
2014-06-20,54638,55192,55192,5454,"2,35M","-1,02%",54638
2014-06-23,5421,54637,54724,54097,"1,40M","-0,78%",5421
2014-06-24,54281,54194,55002,54094,"3,12M","0,13%",54281
2014-06-25,53426,54281,54393,53363,"2,95M","-1,58%",53426
2014-06-26,53507,53427,5379,53331,"2,24M","0,15%",53507
2014-06-27,53157,53507,53614,52919,"2,37M","-0,65%",53157
2014-06-30,53168,53158,53311,52709,"2,45M","0,02%",53168
2014-07-01,53171,5317,53698,52887,"2,69M","0,01%",53171
2014-07-02,53029,53171,53245,52735,"3,16M","-0,27%",53029
2014-07-03,53875,53029,53877,5276,"3,30M","1,59%",53875
2014-07-04,54056,53893,54087,53704,"753,84K","0,34%",54056
2014-07-07,53802,54042,54042,53376,"2,19M","-0,47%",53802
2014-07-08,53635,53814,53905,53459,"1,85M","-0,31%",53635
2014-07-10,54593,53643,546,53643,"4,72M","1,79%",54593
2014-07-11,54786,54593,54952,5432,"3,38M","0,35%",54786
2014-07-14,55744,54786,55896,54786,"4,17M","1,75%",55744
2014-07-15,55974,55742,56107,55629,"3,22M","0,41%",55974
2014-07-16,55717,55973,56332,55573,"4,09M","-0,46%",55717
2014-07-17,55638,55712,5619,55237,"3,98M","-0,14%",55638
2014-07-18,57013,55639,57484,55639,"5,30M","2,47%",57013
2014-07-21,57634,57014,57756,56864,"3,03M","1,09%",57634
2014-07-22,57983,57636,58138,575,"3,01M","0,61%",57983
2014-07-23,5742,57983,57983,57142,"2,74M","-0,97%",5742
2014-07-24,57978,5742,58122,57357,"3,04M","0,97%",57978
2014-07-25,57821,57978,58069,57648,"2,42M","-0,27%",57821
2014-07-28,57696,57823,5804,57415,"2,37M","-0,22%",57696
2014-07-29,57119,57697,58013,57083,"2,70M","-1,00%",57119
2014-07-30,56878,57119,57439,56706,"2,45M","-0,42%",56878
2014-07-31,55829,56878,56878,55502,"3,49M","-1,84%",55829
2014-08-01,55903,55827,56059,55267,"3,23M","0,13%",55903
2014-08-04,56616,55906,5662,55586,"2,20M","1,28%",56616
2014-08-05,56202,56621,56937,56064,"3,75M","-0,73%",56202
2014-08-06,56487,56202,56797,55696,"4,01M","0,51%",56487
2014-08-07,56188,56487,56923,55985,"3,05M","-0,53%",56188
2014-08-08,55573,56187,56187,55319,"3,02M","-1,09%",55573
2014-08-11,56613,55578,56657,55578,"2,67M","1,87%",56613
2014-08-12,56442,56613,56811,56312,"2,15M","-0,30%",56442
2014-08-13,55581,56454,56736,55239,"4,81M","-1,53%",55581
2014-08-14,5578,55558,55947,55437,"3,05M","0,36%",5578
2014-08-15,56964,55783,56965,55783,"3,44M","2,12%",56964
2014-08-18,57561,56968,57665,56968,"3,27M","1,05%",57561
2014-08-19,58449,57561,58475,57371,"3,48M","1,54%",58449
2014-08-20,58878,5845,5901,5832,"3,30M","0,73%",58878
2014-08-21,58992,58878,59207,58558,"3,32M","0,19%",58992
2014-08-22,58407,58992,58992,58164,"2,33M","-0,99%",58407
2014-08-25,59735,58408,59743,58408,"2,88M","2,27%",59735
2014-08-26,59821,59735,60093,59522,"4,01M","0,14%",59821
2014-08-27,60951,59822,61247,59822,"5,39M","1,89%",60951
2014-08-28,60291,60945,6098,60189,"4,46M","-1,08%",60291
2014-08-29,61288,60291,61443,60273,"4,94M","1,65%",61288
2014-09-01,61141,61294,62279,61141,"2,77M","-0,24%",61141
2014-09-02,61896,61142,62231,6093,"4,00M","1,23%",61896
2014-09-03,61837,619,62305,61199,"4,16M","-0,10%",61837
2014-09-04,608,61836,61836,60739,"4,01M","-1,68%",608
2014-09-05,60682,608,6103,60244,"3,81M","-0,19%",60682
2014-09-08,59193,60708,61513,59191,"4,39M","-2,45%",59193
2014-09-09,58676,59158,59485,58306,"4,46M","-0,87%",58676
2014-09-10,58199,58675,58675,5745,"3,81M","-0,81%",58199
2014-09-11,58337,58202,58809,58112,"2,89M","0,24%",58337
2014-09-12,56928,58336,58336,56666,"4,62M","-2,42%",56928
2014-09-15,57949,5693,57949,56852,"2,90M","1,79%",57949
2014-09-16,59115,57949,60243,57946,"4,88M","2,01%",59115
2014-09-17,59108,59115,60025,59096,"3,53M","-0,01%",59108
2014-09-18,58374,59108,59267,58118,"3,85M","-1,24%",58374
2014-09-19,57789,58356,58516,57514,"3,46M","-1,00%",57789
2014-09-22,56818,57788,57788,55974,"3,81M","-1,68%",56818
2014-09-23,56541,56818,57332,56086,"3,32M","-0,49%",56541
2014-09-24,56824,56539,57131,55934,"2,85M","0,50%",56824
2014-09-25,55962,56822,56822,55876,"2,85M","-1,52%",55962
2014-09-26,57212,55965,57489,55946,"2,98M","2,23%",57212
2014-09-29,54625,57211,57211,54124,"5,19M","-4,52%",54625
2014-09-30,54116,54626,54626,53536,"5,22M","-0,93%",54116
2014-10-01,52858,54115,54115,52647,"4,92M","-2,32%",52858
2014-10-02,53519,52859,54022,5248,"3,99M","1,25%",53519
2014-10-03,5454,53519,5454,53368,"3,71M","1,91%",5454
2014-10-06,57116,54542,58897,54542,"6,71M","4,72%",57116
2014-10-07,57436,57124,58318,57124,"4,87M","0,56%",57436
2014-10-08,57058,5744,58191,56199,"4,81M","-0,66%",57058
2014-10-09,57268,57079,58246,57077,"4,50M","0,37%",57268
2014-10-10,55312,57266,57266,55312,"3,64M","-3,42%",55312
2014-10-13,57957,55313,58747,55313,"4,54M","4,78%",57957
2014-10-14,58015,57946,58856,57258,"3,90M","0,10%",58015
2014-10-15,56135,58012,58012,54919,"5,67M","-3,24%",56135
2014-10-16,54298,56124,56124,54132,"5,43M","-3,27%",54298
2014-10-17,55724,54298,55949,54298,"4,41M","2,63%",55724
2014-10-20,54303,5572,5572,543,"3,87M","-2,55%",54303
2014-10-21,52432,543,543,51922,"6,58M","-3,44%",52432
2014-10-22,52411,52427,53229,52064,"3,76M","-0,04%",52411
2014-10-23,50713,52409,52409,50654,"6,35M","-3,24%",50713
2014-10-24,51941,50687,53146,50596,"5,85M","2,42%",51941
2014-10-27,50504,51937,51937,48722,"8,00M","-2,77%",50504
2014-10-28,5233,50504,52374,50503,"5,76M","3,62%",5233
2014-10-29,51049,5233,5233,51049,"4,92M","-2,45%",51049
2014-10-30,52337,51049,52574,51049,"4,30M","2,52%",52337
2014-10-31,54629,52338,54629,52335,"5,35M","4,38%",54629
2014-11-03,53947,54629,54629,53054,"3,67M","-1,25%",53947
2014-11-04,54384,53947,54384,53432,"3,53M","0,81%",54384
2014-11-05,53698,54384,54384,53589,"2,90M","-1,26%",53698
2014-11-06,52637,53697,53697,52418,"3,69M","-1,98%",52637
2014-11-07,53223,52637,53483,52197,"3,59M","1,11%",53223
2014-11-10,52725,53223,5383,52716,"2,97M","-0,93%",52725
2014-11-11,52474,52718,52718,52003,"2,68M","-0,48%",52474
2014-11-12,52979,52473,53435,52187,"3,20M","0,96%",52979
2014-11-13,51846,52979,53323,51846,"3,03M","-2,14%",51846
2014-11-14,51772,51834,519,50886,"3,79M","-0,14%",51772
2014-11-17,51257,51772,52223,51047,"2,82M","-1,00%",51257
2014-11-18,52062,51257,52122,51067,"3,64M","1,57%",52062
2014-11-19,53403,52062,53403,52032,"4,25M","2,58%",53403
2014-11-21,56084,53403,56214,53403,"6,03M","5,02%",56084
2014-11-24,55407,56086,57359,55292,"4,59M","-1,21%",55407
2014-11-25,55561,5541,56387,55204,"5,03M","0,28%",55561
2014-11-26,55098,55561,561,54977,"3,03M","-0,83%",55098
2014-11-27,54721,551,56065,54593,"2,29M","-0,68%",54721
2014-11-28,54724,54731,55436,54664,"2,64M","0,00%",54724
2014-12-01,52277,54719,54719,52156,"4,31M","-4,47%",52277
2014-12-02,51612,52278,5264,51471,"3,30M","-1,27%",51612
2014-12-03,5232,51611,52471,51611,"2,72M","1,37%",5232
2014-12-04,51427,5232,52539,51074,"2,91M","-1,71%",51427
2014-12-05,51993,51427,52024,51164,"2,53M","1,10%",51993
2014-12-08,50274,51993,51993,50016,"3,30M","-3,31%",50274
2014-12-09,50193,50251,5026,49396,"3,85M","-0,16%",50193
2014-12-10,49548,50192,50192,49297,"3,17M","-1,29%",49548
2014-12-11,49862,49549,49946,48809,"3,83M","0,63%",49862
2014-12-12,48002,49861,49861,47973,"3,76M","-3,73%",48002
2014-12-15,47019,48002,48401,4641,"4,69M","-2,05%",47019
2014-12-16,47008,47016,47595,45853,"5,34M","-0,02%",47008
2014-12-17,48714,47008,49258,47008,"6,21M","3,63%",48714
2014-12-18,48496,48714,49565,48296,"4,24M","-0,45%",48496
2014-12-19,49651,48492,49658,48435,"3,62M","2,38%",49651
2014-12-22,50121,49651,50121,49105,"2,68M","0,95%",50121
2014-12-23,5089,50121,5089,49815,"2,67M","1,53%",5089
2014-12-26,50145,50891,50973,49914,"1,91M","-1,46%",50145
2014-12-29,50594,50145,50903,50008,"1,85M","0,90%",50594
2014-12-30,50007,50601,50841,49993,"2,93M","-1,16%",50007
2015-01-02,48512,50005,50005,48345,"2,88M","-2,99%",48512
2015-01-05,47517,48512,48512,47264,"3,87M","-2,05%",47517
2015-01-06,48001,47517,48061,47338,"4,56M","1,02%",48001
2015-01-07,49463,48006,49882,48006,"4,41M","3,05%",49463
2015-01-08,49943,49463,50261,49017,"3,62M","0,97%",49943
2015-01-09,4884,49955,49955,48501,"3,00M","-2,21%",4884
2015-01-12,4814,4884,4884,47956,"3,25M","-1,43%",4814
2015-01-13,48042,48144,48939,48042,"3,88M","-0,20%",48042
2015-01-14,47646,48038,48281,47372,"3,70M","-0,82%",47646
2015-01-15,48026,47648,48853,47648,"4,46M","0,80%",48026
2015-01-16,49017,48028,49264,48028,"3,34M","2,06%",49017
2015-01-19,47758,49009,49009,47503,"2,10M","-2,57%",47758
2015-01-20,47877,47759,48687,47619,"2,90M","0,25%",47877
2015-01-21,49224,47888,49329,47888,"3,56M","2,81%",49224
2015-01-22,49443,49227,50281,49227,"4,95M","0,44%",49443
2015-01-23,48775,49432,49523,48496,"3,08M","-1,35%",48775
2015-01-26,48577,48712,48712,48004,"2,77M","-0,41%",48577
2015-01-27,48591,48577,48864,47352,"3,89M","0,03%",48591
2015-01-28,47695,48589,48589,4755,"4,24M","-1,85%",47695
2015-01-29,47762,47696,47894,47007,"4,41M","0,14%",47762
2015-01-30,46908,47759,47759,46484,"4,85M","-1,79%",46908
2015-02-02,47651,46933,47684,4676,"3,25M","1,58%",47651
