date,Último,Abertura,Máxima,Mínima,Vol.,Var%,value
2002-09-05,9723,9993,9993,9709,"308,81M","-2,73%",9723
2002-09-06,9717,9739,9882,9643,"240,46M","-0,07%",9717
2002-09-09,9954,9725,9955,9716,"282,82M","2,44%",9954
2002-09-10,996,9962,10052,9841,"259,61M","0,06%",996
2002-09-11,10182,9967,10248,9967,"259,81M","2,23%",10182
2002-09-12,10173,10182,10188,10032,"180,42M","-0,10%",10173
2002-09-13,10181,10156,10219,10086,"216,87M","0,08%",10181
2002-09-16,9831,10171,10172,9822,"216,05M","-3,44%",9831
2002-09-17,965,9855,9943,9613,"223,59M","-1,84%",965
2002-09-18,9505,9626,9638,9399,"289,82M","-1,50%",9505
2002-09-19,9372,9512,9626,9353,"255,19M","-1,40%",9372
2002-09-20,9585,9375,9638,9375,"217,28M","2,27%",9585
2002-09-23,9264,9575,9575,9137,"235,80M","-3,35%",9264
2002-09-24,9148,9245,9341,9069,"282,14M","-1,25%",9148
2002-09-25,9228,9207,9357,9207,"303,58M","0,87%",9228
2002-09-26,9199,9251,9386,917,"189,44M","-0,31%",9199
2002-09-27,8716,92,9202,8703,"243,86M","-5,25%",8716
2002-09-30,8623,8718,872,8352,"225,51M","-1,07%",8623
2002-10-01,8998,8642,9021,8637,"255,78M","4,35%",8998
2002-10-02,882,9011,9132,8811,"322,38M","-1,97%",882
2002-10-03,914,8852,917,8807,"202,39M","3,63%",914
2002-10-04,926,9151,9319,9092,"221,64M","1,31%",926
2002-10-07,8863,9268,9288,8841,"148,03M","-4,28%",8863
2002-10-08,8847,887,8909,8691,"252,16M","-0,19%",8847
2002-10-09,8715,8838,9291,8604,"181,30M","-1,49%",8715
2002-10-10,8866,8708,8932,8707,"200,49M","1,74%",8866
2002-10-11,8855,8864,9042,8832,"209,87M","-0,13%",8855
2002-10-14,8451,8853,8853,843,"196,33M","-4,56%",8451
2002-10-15,8507,8452,8622,8446,"201,40M","0,66%",8507
2002-10-16,8371,851,8513,8225,"285,94M","-1,60%",8371
2002-10-17,8902,8397,892,8397,"362,60M","6,34%",8902
2002-10-18,9022,8902,9081,8873,"296,36M","1,36%",9022
2002-10-21,9128,9022,9161,8979,"262,87M","1,17%",9128
2002-10-22,9331,9099,9331,8982,"405,34M","2,23%",9331
2002-10-23,984,9342,984,9263,"583,47M","5,45%",984
2002-10-24,9799,9832,10107,9763,"634,08M","-0,42%",9799
2002-10-25,10015,9807,10067,9698,"317,34M","2,20%",10015
2002-10-28,9574,10022,10092,9573,"377,83M","-4,40%",9574
2002-10-29,9601,957,9656,9439,"269,76M","0,28%",9601
2002-10-30,10069,9602,10097,9602,"411,01M","4,87%",10069
2002-10-31,10168,10099,10241,10063,"457,41M","0,98%",10168
2002-11-01,1014,10172,10266,10043,"319,51M","-0,27%",1014
2002-11-04,9913,10147,10378,9913,"305,44M","-2,24%",9913
2002-11-05,9861,9904,10034,9825,"243,76M","-0,52%",9861
2002-11-06,9703,9857,9861,9583,"315,10M","-1,61%",9703
2002-11-07,9799,9734,9893,9618,"270,03M","0,99%",9799
2002-11-08,986,9859,1003,9857,"245,14M","0,62%",986
2002-11-11,9886,9873,9977,9868,"162,07M","0,26%",9886
2002-11-12,9721,9864,9871,9647,"283,78M","-1,67%",9721
2002-11-13,9764,9721,9813,9569,"270,23M","0,44%",9764
2002-11-14,9884,9762,9904,9738,"190,94M","1,24%",9884
2002-11-18,9971,991,101,991,"279,86M","0,88%",9971
2002-11-19,9971,9971,10052,9839,"317,62M","0,00%",9971
2002-11-20,10088,9983,10112,9901,"342,07M","1,17%",10088
2002-11-21,10289,10105,10318,10086,"342,95M","2,00%",10289
2002-11-22,10404,10288,10433,10124,"314,61M","1,11%",10404
2002-11-25,10246,10407,10447,10234,"322,69M","-1,52%",10246
2002-11-26,10132,10243,10283,10084,"309,32M","-1,11%",10132
2002-11-27,10226,10142,10286,10123,"215,81M","0,94%",10226
2002-11-28,10239,10222,10292,10187,"113,38M","0,12%",10239
2002-11-29,10509,1025,10519,1025,"245,28M","2,63%",10509
2002-12-02,10674,10517,10735,10517,"292,38M","1,57%",10674
2002-12-03,10663,10672,10674,10576,"303,26M","-0,10%",10663
2002-12-04,1064,10664,10681,10505,"315,30M","-0,21%",1064
2002-12-05,10413,10645,10651,10346,"295,59M","-2,13%",10413
2002-12-06,10569,10414,10575,10412,"205,88M","1,50%",10569
2002-12-09,10339,10562,10562,10339,"204,30M","-2,18%",10339
2002-12-10,10331,10345,10497,10307,"242,92M","-0,07%",10331
2002-12-11,10614,1034,10652,1034,"460,01M","2,73%",10614
2002-12-12,10587,10617,10743,10569,"335,52M","-0,25%",10587
2002-12-13,10564,10598,10648,10494,"330,84M","-0,21%",10564
2002-12-16,10771,1062,10798,10611,"441,80M","1,96%",10771
2002-12-17,10833,10778,10948,10526,"356,29M","0,57%",10833
2002-12-18,10985,10833,11007,10723,"517,79M","1,40%",10985
2002-12-19,11208,10987,11222,10984,"556,38M","2,03%",11208
2002-12-20,1149,11275,11606,11262,"477,37M","2,52%",1149
2002-12-23,1147,11493,11648,11384,"285,34M","-0,17%",1147
2002-12-26,11318,11475,11475,11301,"146,90M","-1,33%",11318
2002-12-27,11234,11326,11326,11207,"142,34M","-0,74%",11234
2002-12-30,11268,11235,11325,11212,"248,50M","0,30%",11268
2003-01-02,11603,11291,11603,11291,"195,13M","2,97%",11603
2003-01-03,116,11632,11798,116,"197,05M","-0,02%",116
2003-01-06,1202,11636,12032,11633,"398,40M","3,62%",1202
2003-01-07,11876,1201,12018,11842,"387,98M","-1,19%",11876
2003-01-08,11786,11875,11928,11757,"217,19M","-0,76%",11786
2003-01-09,11912,11814,11964,1178,"275,39M","1,07%",11912
2003-01-10,12243,11925,12243,11925,"298,81M","2,78%",12243
2003-01-13,1211,12243,1235,12095,"270,72M","-1,08%",1211
2003-01-14,12175,12131,12175,12052,"264,92M","0,53%",12175
2003-01-15,11971,12151,12151,11899,"418,74M","-1,67%",11971
2003-01-16,11952,11973,12193,11921,"708,09M","-0,16%",11952
2003-01-17,11676,11952,11952,11649,"335,80M","-2,31%",11676
2003-01-20,11648,11675,11742,11545,"209,95M","-0,23%",11648
2003-01-21,11435,1161,11662,11434,"318,28M","-1,83%",11435
2003-01-22,11142,11428,11428,11132,"427,08M","-2,56%",11142
2003-01-23,11162,11148,11336,11027,"337,15M","0,18%",11162
2003-01-24,10784,11157,11158,10753,"285,14M","-3,39%",10784
2003-01-27,1053,10768,10768,10462,"369,30M","-2,35%",1053
2003-01-28,10517,10534,1065,10495,"360,52M","-0,12%",10517
2003-01-29,10863,10514,10863,10457,"351,71M","3,29%",10863
2003-01-30,10751,10873,11001,10705,"262,67M","-1,04%",10751
2003-01-31,10941,10761,11004,10741,"276,11M","1,77%",10941
2003-02-03,1091,10943,11067,10852,"229,17M","-0,28%",1091
2003-02-04,10577,10879,10879,10534,"287,12M","-3,05%",10577
2003-02-05,10592,10581,10761,10497,"342,69M","0,14%",10592
2003-02-06,10566,10587,10589,1036,"252,85M","-0,25%",10566
2003-02-07,10381,10567,10692,10355,"196,65M","-1,75%",10381
2003-02-10,1048,10388,10527,1031,"228,42M","0,95%",1048
2003-02-11,10509,10491,1065,10475,"252,40M","0,28%",10509
2003-02-12,1051,10512,10587,10445,"341,51M","0,00%",1051
2003-02-13,10108,10509,10509,10091,"294,98M","-3,83%",10108
2003-02-14,10081,10103,10163,9968,"190,81M","-0,27%",10081
2003-02-17,10189,10089,10229,10089,"138,64M","1,07%",10189
2003-02-18,1045,10192,10466,10166,"340,07M","2,56%",1045
2003-02-19,10252,10434,10434,10206,"212,35M","-1,89%",10252
2003-02-20,10217,10259,10268,10118,"217,42M","-0,34%",10217
2003-02-21,10331,10222,1034,10144,"229,60M","1,12%",10331
2003-02-24,10254,10334,10454,10251,"287,11M","-0,75%",10254
2003-02-25,10192,10231,10231,10022,"380,85M","-0,60%",10192
2003-02-26,9995,10192,10271,9977,"273,28M","-1,93%",9995
2003-02-27,1015,10006,10151,9998,"225,01M","1,55%",1015
2003-02-28,10281,10153,10281,10152,"194,71M","1,29%",10281
2003-03-05,10306,10263,10318,10104,"113,34M","0,24%",10306
2003-03-06,10615,10311,10626,10311,"326,42M","3,01%",10615
2003-03-07,10724,10608,108,10438,"315,64M","1,02%",10724
2003-03-10,10309,10695,10695,10294,"259,81M","-3,87%",10309
2003-03-11,1034,10314,10408,10199,"205,87M","0,30%",1034
2003-03-12,10577,10343,10579,1029,"198,16M","2,29%",10577
2003-03-13,10783,10606,1084,10591,"397,94M","1,95%",10783
2003-03-14,10817,10792,10924,10755,"293,75M","0,32%",10817
2003-03-17,10875,10783,1094,10609,"322,28M","0,53%",10875
2003-03-18,11151,10891,11192,10891,"369,81M","2,54%",11151
2003-03-19,11006,11143,11143,10944,"369,60M","-1,30%",11006
2003-03-20,11159,10993,11174,10858,"310,49M","1,39%",11159
2003-03-21,11377,11176,11413,11176,"282,85M","1,96%",11377
2003-03-24,11053,11362,11362,11024,"217,04M","-2,85%",11053
2003-03-25,11232,11047,11243,11035,"245,91M","1,63%",11232
2003-03-26,11206,11248,11296,11186,"277,94M","-0,23%",11206
2003-03-27,11233,11204,11262,11036,"296,13M","0,24%",11233
2003-03-28,11396,11273,11421,11221,"253,54M","1,45%",11396
2003-03-31,11274,11387,11387,11215,"213,48M","-1,08%",11274
2003-04-01,11592,11283,11617,11283,"397,56M","2,82%",11592
2003-04-02,11872,11615,11998,11602,"455,94M","2,41%",11872
2003-04-03,12006,11877,12132,11876,"454,39M","1,13%",12006
2003-04-04,12066,12014,12135,11924,"269,61M","0,49%",12066
2003-04-07,12136,12154,12436,1212,"377,25M","0,58%",12136
2003-04-08,11779,12124,12136,11732,"397,04M","-2,95%",11779
2003-04-09,11759,11784,11904,11754,"293,93M","-0,17%",11759
2003-04-10,11591,11784,11819,11578,"293,58M","-1,42%",11591
2003-04-11,11719,11614,11753,11608,"243,22M","1,10%",11719
2003-04-14,11874,11726,11889,11719,"296,98M","1,32%",11874
2003-04-15,12106,11865,12111,11828,"459,31M","1,95%",12106
2003-04-16,12043,1212,12245,12012,"428,38M","-0,52%",12043
2003-04-17,12395,12052,12432,12052,"403,36M","2,92%",12395
2003-04-22,12452,12393,12502,12245,"293,45M","0,46%",12452
2003-04-23,12394,12455,12455,12315,"296,33M","-0,47%",12394
2003-04-24,1212,1237,12383,121,"347,97M","-2,21%",1212
2003-04-25,12126,12124,12185,12059,"306,65M","0,05%",12126
2003-04-28,12462,12128,1248,12009,"339,88M","2,77%",12462
2003-04-29,12678,1247,1282,1247,"455,75M","1,73%",12678
2003-04-30,12557,12713,12746,12557,"428,91M","-0,96%",12557
2003-05-02,1281,12565,12866,12542,"276,02M","2,02%",1281
2003-05-05,12833,12829,1287,12717,"338,63M","0,18%",12833
2003-05-06,12644,12829,12846,12608,"318,41M","-1,47%",12644
2003-05-07,12956,12669,12981,12664,"462,57M","2,47%",12956
2003-05-08,12921,12969,13028,12864,"368,61M","-0,27%",12921
2003-05-09,13214,1295,13247,1295,"476,92M","2,27%",13214
2003-05-12,1332,13206,13345,13096,"307,23M","0,80%",1332
2003-05-13,13421,13322,13565,13316,"490,48M","0,75%",13421
2003-05-14,13459,13428,13483,13336,"301,98M","0,29%",13459
2003-05-15,1313,13465,13465,13092,"386,51M","-2,45%",1313
2003-05-16,13225,13143,13225,12877,"356,29M","0,73%",13225
2003-05-19,12746,13179,13182,12732,"318,86M","-3,62%",12746
2003-05-20,12745,12753,12753,12576,"312,85M","-0,01%",12745
2003-05-21,13034,12749,13077,12711,"265,43M","2,26%",13034
2003-05-22,13101,13031,13173,12971,"294,37M","0,52%",13101
2003-05-23,13143,13101,13246,13029,"286,74M","0,32%",13143
2003-05-26,12852,13149,13239,12852,"223,68M","-2,21%",12852
2003-05-27,13246,12861,13321,12859,"288,41M","3,06%",13246
2003-05-28,13294,13257,13427,13257,"312,82M","0,36%",13294
2003-05-29,13405,13303,13507,13301,"378,98M","0,83%",13405
2003-05-30,13422,13413,13541,13312,"319,66M","0,12%",13422
2003-06-02,13229,13441,13505,13212,"299,97M","-1,44%",13229
2003-06-03,1335,13231,1335,13106,"304,12M","0,92%",1335
2003-06-04,13718,13386,1376,13374,"465,94M","2,76%",13718
2003-06-05,1378,1369,13908,13588,"361,61M","0,45%",1378
2003-06-06,13923,13794,14071,13794,"319,42M","1,04%",13923
2003-06-09,13846,13926,13979,1381,"251,15M","-0,56%",13846
2003-06-10,13894,13869,14072,13808,"358,35M","0,35%",13894
2003-06-11,13877,13898,1393,13721,"296,07M","-0,12%",13877
2003-06-12,13983,13901,14007,13738,"301,45M","0,77%",13983
2003-06-13,13734,1398,14047,13677,"326,21M","-1,78%",13734
2003-06-16,13833,13737,13963,13697,"270,44M","0,72%",13833
2003-06-17,13777,13843,13973,13732,"300,58M","-0,41%",13777
2003-06-18,13511,1379,1389,13372,"527,95M","-1,93%",13511
2003-06-20,13131,13514,13514,13105,"270,44M","-2,81%",13131
2003-06-23,12991,13132,13273,12895,"268,13M","-1,06%",12991
2003-06-24,13108,12993,13204,12993,"291,85M","0,90%",13108
2003-06-25,13026,1311,13286,13015,"433,65M","-0,63%",13026
2003-06-26,13112,13031,13237,1303,"326,24M","0,66%",13112
2003-06-27,13024,13112,13193,12976,"243,80M","-0,67%",13024
2003-06-30,12973,13027,13066,1293,"187,87M","-0,40%",12973
2003-07-01,13291,12967,13291,12893,"281,65M","2,46%",13291
2003-07-02,1331,13292,13376,1324,"189,25M","0,15%",1331
2003-07-03,13134,13308,13309,13134,"183,26M","-1,32%",13134
2003-07-04,13274,13135,13292,13067,"151,76M","1,06%",13274
2003-07-07,13402,13274,13444,13273,"277,04M","0,97%",13402
2003-07-08,13619,13401,13619,13339,"218,25M","1,62%",13619
2003-07-10,13501,13622,13622,13407,"229,20M","-0,86%",13501
2003-07-11,13321,13498,13522,13287,"229,61M","-1,34%",13321
2003-07-14,13588,13322,13635,13322,"196,83M","2,01%",13588
2003-07-15,13614,13593,13736,13568,"227,20M","0,19%",13614
2003-07-16,13487,13613,13633,13435,"174,04M","-0,93%",13487
2003-07-17,13622,13487,13636,1336,"242,62M","1,00%",13622
2003-07-18,13794,13622,13809,13622,"249,39M","1,26%",13794
2003-07-21,13676,13794,13859,13676,"232,95M","-0,86%",13676
2003-07-22,13835,13676,13867,13671,"224,47M","1,17%",13835
2003-07-23,13799,13852,13942,13755,"309,00M","-0,26%",13799
2003-07-24,13761,13799,13947,13755,"244,37M","-0,27%",13761
2003-07-25,1375,13761,13868,13661,"255,05M","-0,08%",1375
2003-07-28,13643,13752,13783,13605,"232,43M","-0,78%",13643
2003-07-29,13623,13652,13704,13577,"241,49M","-0,15%",13623
2003-07-30,13475,13623,13698,13453,"221,34M","-1,09%",13475
2003-07-31,13572,13475,13615,13475,"253,61M","0,72%",13572
2003-08-01,1313,13579,13579,1313,"292,06M","-3,26%",1313
2003-08-04,12939,13128,13128,12757,"275,36M","-1,45%",12939
2003-08-05,13059,1294,13112,1294,"288,34M","0,93%",13059
2003-08-06,12888,1306,13188,12839,"311,43M","-1,31%",12888
2003-08-07,13328,12892,1335,12892,"273,70M","3,42%",13328
2003-08-08,135,13333,13513,13333,"267,09M","1,29%",135
2003-08-11,1356,135,13582,13442,"157,44M","0,45%",1356
2003-08-12,13602,13559,13766,13553,"214,67M","0,31%",13602
2003-08-13,13682,13597,13858,13542,"468,34M","0,59%",13682
2003-08-14,13812,13683,13849,13529,"217,79M","0,95%",13812
2003-08-15,1389,1381,13952,13744,"207,70M","0,56%",1389
2003-08-18,14146,139,14147,139,"314,11M","1,85%",14146
2003-08-19,14158,14147,14236,14091,"340,29M","0,08%",14158
2003-08-20,14467,14158,14506,14058,"442,34M","2,18%",14467
2003-08-21,1467,1447,14687,14398,"454,70M","1,40%",1467
2003-08-22,14613,1467,14765,14589,"322,55M","-0,39%",14613
2003-08-25,14473,14613,14714,14426,"256,87M","-0,96%",14473
2003-08-26,14878,14475,14948,14425,"376,74M","2,79%",14878
2003-08-27,15143,14876,15143,14876,"357,64M","1,78%",15143
2003-08-28,15065,15151,15252,14929,"341,34M","-0,52%",15065
2003-08-29,15174,15065,15197,14857,"308,40M","0,73%",15174
2003-09-01,15352,15174,15374,15075,"196,46M","1,17%",15352
2003-09-02,15454,15352,15475,15321,"309,80M","0,67%",15454
2003-09-03,15634,15455,1569,15455,"450,61M","1,16%",15634
2003-09-04,15705,15635,15884,15564,"374,26M","0,45%",15705
2003-09-05,159,15707,15951,1561,"353,26M","1,24%",159
2003-09-08,1605,15904,16239,15895,"473,88M","0,95%",1605
2003-09-09,15718,16051,16062,15699,"428,00M","-2,07%",15718
2003-09-10,15983,15716,15997,15492,"438,73M","1,69%",15983
2003-09-11,16292,15985,16454,15985,"472,82M","1,93%",16292
2003-09-12,16421,16283,16508,16058,"416,80M","0,79%",16421
2003-09-15,16342,16423,16601,16277,"446,07M","-0,48%",16342
2003-09-16,1627,16354,16496,16258,"387,27M","-0,44%",1627
2003-09-17,16492,1628,16492,16225,"353,74M","1,37%",16492
2003-09-18,16889,16492,16911,16424,"495,29M","2,41%",16889
2003-09-19,16851,1689,17104,16822,"396,65M","-0,22%",16851
2003-09-22,16486,1685,1685,1645,"286,68M","-2,17%",16486
2003-09-23,16444,16488,16542,16226,"291,78M","-0,26%",16444
2003-09-24,16058,16446,16636,16053,"289,88M","-2,35%",16058
2003-09-25,15806,16058,16203,15775,"351,80M","-1,57%",15806
2003-09-26,15811,15807,16113,15773,"283,62M","0,03%",15811
2003-09-29,16109,1581,16115,15768,"210,48M","1,89%",16109
2003-09-30,16011,16109,16287,1601,"273,74M","-0,61%",16011
2003-10-01,16579,1601,16609,1601,"366,08M","3,55%",16579
2003-10-02,16894,16582,1707,16582,"547,89M","1,90%",16894
2003-10-03,17089,16898,1729,16898,"463,16M","1,16%",17089
2003-10-06,17273,1709,17346,17026,"292,97M","1,08%",17273
2003-10-07,1747,17278,17537,17134,"516,18M","1,14%",1747
2003-10-08,17805,17474,17952,17474,"531,00M","1,92%",17805
2003-10-09,17708,17805,1806,17553,"521,46M","-0,54%",17708
2003-10-10,17676,17699,17834,17496,"284,91M","-0,18%",17676
2003-10-13,18062,17676,18075,17676,"379,98M","2,18%",18062
2003-10-14,18178,18063,18246,18063,"363,33M","0,64%",18178
2003-10-15,17942,18176,18313,17819,"616,25M","-1,30%",17942
2003-10-16,17955,17944,18075,17834,"280,56M","0,07%",17955
2003-10-17,17791,17923,17946,17679,"205,45M","-0,92%",17791
2003-10-20,1837,17791,18399,1777,"361,63M","3,25%",1837
2003-10-21,18449,1837,1866,1837,"378,08M","0,43%",18449
2003-10-22,18235,18449,18449,18221,"298,19M","-1,16%",18235
2003-10-23,1769,18235,18235,17592,"406,04M","-2,99%",1769
2003-10-24,17814,17687,17835,1734,"232,86M","0,70%",17814
2003-10-27,1775,1782,17964,17664,"249,00M","-0,36%",1775
2003-10-28,18228,1775,18228,17691,"268,47M","2,69%",18228
2003-10-29,17945,18228,18454,17945,"329,64M","-1,55%",17945
2003-10-30,18094,17945,18193,17731,"298,65M","0,83%",18094
2003-10-31,17982,18095,18218,17912,"266,03M","-0,62%",17982
2003-11-03,18517,17983,18517,17983,"291,39M","2,97%",18517
2003-11-04,18541,18519,18714,18456,"359,17M","0,13%",18541
2003-11-05,18307,18545,18563,18267,"345,96M","-1,26%",18307
2003-11-06,18613,18307,1868,18307,"351,07M","1,67%",18613
2003-11-07,18672,18614,18907,18614,"260,12M","0,32%",18672
2003-11-10,18572,18672,18725,18435,"252,87M","-0,54%",18572
2003-11-11,18409,18572,18572,18261,"373,66M","-0,88%",18409
2003-11-12,18794,18409,18812,18352,"340,78M","2,09%",18794
2003-11-13,18755,18795,19115,18677,"440,98M","-0,21%",18755
2003-11-14,18986,18763,19052,18712,"441,96M","1,23%",18986
2003-11-17,18669,18985,18985,18648,"389,06M","-1,67%",18669
2003-11-18,18813,18669,19022,18669,"353,84M","0,77%",18813
2003-11-19,18807,18819,18857,1861,"255,26M","-0,03%",18807
2003-11-20,19199,18815,19262,18815,"332,02M","2,08%",19199
2003-11-21,19248,19197,19376,19144,"296,39M","0,26%",19248
2003-11-24,19691,19258,1973,19258,"329,51M","2,30%",19691
2003-11-25,1981,19694,1982,19615,"257,63M","0,61%",1981
2003-11-26,19695,1981,20002,19667,"240,94M","-0,58%",19695
2003-11-27,19961,19695,19961,19616,"180,73M","1,35%",19961
2003-11-28,20184,19962,20188,19848,"302,21M","1,12%",20184
2003-12-01,20521,20184,20522,20184,"347,78M","1,67%",20521
2003-12-02,20458,20523,2063,20354,"304,97M","-0,30%",20458
2003-12-03,2054,20462,20586,20322,"283,21M","0,40%",2054
2003-12-04,20414,2054,2057,20323,"251,50M","-0,61%",20414
2003-12-05,2088,20418,20922,20418,"317,23M","2,28%",2088
2003-12-08,20889,20882,20937,20673,"244,32M","0,04%",20889
2003-12-09,2126,20889,21363,20889,"413,53M","1,78%",2126
2003-12-10,20973,21258,21394,2093,"471,91M","-1,35%",20973
2003-12-11,21296,20971,21459,20971,"420,36M","1,54%",21296
2003-12-12,20974,21296,21514,20873,"303,35M","-1,51%",20974
2003-12-15,2071,20974,21381,20709,"365,54M","-1,26%",2071
2003-12-16,2076,2071,20842,20544,"246,95M","0,24%",2076
2003-12-17,21199,20763,21318,20763,"436,62M","2,12%",21199
2003-12-18,21489,21199,21502,21195,"267,06M","1,37%",21489
2003-12-19,21386,21489,21671,21381,"262,17M","-0,48%",21386
2003-12-22,2163,21386,2163,21344,"199,02M","1,14%",2163
2003-12-23,21688,21631,21914,21631,"259,01M","0,27%",21688
2003-12-26,21807,21688,21829,21688,"989,48M","0,54%",21807
2003-12-29,22045,21815,22046,21815,"199,68M","1,10%",22045
2003-12-30,22236,22051,2231,22051,"282,07M","0,87%",22236
2004-01-02,22445,22233,2245,22208,"136,42M","0,94%",22445
2004-01-05,23532,22445,23532,22445,"496,71M","4,84%",23532
2004-01-06,23576,23532,23976,2318,"472,38M","0,19%",23576
2004-01-07,2332,23576,23899,2332,"464,08M","-1,09%",2332
2004-01-08,23717,23334,23718,23122,"436,74M","1,70%",23717
2004-01-09,23917,23722,24088,2371,"503,35M","0,84%",23917
2004-01-12,24237,23896,24323,23892,"379,91M","1,34%",24237
2004-01-13,2394,24237,24518,23867,"497,93M","-1,23%",2394
2004-01-14,23399,23947,2401,22878,"464,75M","-2,26%",23399
2004-01-15,22962,234,234,22962,"449,98M","-1,87%",22962
2004-01-16,23155,22964,23243,22687,"291,15M","0,84%",23155
2004-01-19,23385,23162,23493,2309,"256,15M","1,00%",23385
2004-01-20,23679,23382,23724,23382,"271,20M","1,26%",23679
2004-01-21,23302,2368,2368,23213,"319,64M","-1,59%",23302
2004-01-22,22969,23299,23299,22682,"347,08M","-1,43%",22969
2004-01-23,23471,22969,23515,2274,"287,87M","2,19%",23471
2004-01-26,2435,23471,2435,23471,"383,19M","3,74%",2435
2004-01-27,24226,24355,24473,23908,"526,96M","-0,51%",24226
2004-01-28,23852,24226,2446,23787,"343,42M","-1,55%",23852
2004-01-29,22386,23849,23859,223,"516,61M","-6,14%",22386
2004-01-30,21851,22384,22615,21649,"430,57M","-2,39%",21851
2004-02-02,21787,21842,21867,21336,"327,36M","-0,30%",21787
2004-02-03,22281,21794,22287,21794,"302,44M","2,27%",22281
